time,value
1588276800.0,11.0
1588278600.0,9.2
1588280400.0,11.0
1588282200.0,6.8
1588284000.0,8.8
1588285800.0,6.4
1588287600.0,8.4
1588289400.0,7.8
1588291200.0,2.6
1588293000.0,4.8
1588294800.0,2.0
1588296600.0,5.6
1588298400.0,2.6
1588300200.0,10.8
1588302000.0,7.6
1588303800.0,7.6
1588305600.0,8.8
1588307400.0,9.0
1588309200.0,12.0
1588311000.0,15.2
1588312800.0,22.4
1588314600.0,23.2
1588316400.0,26.6
1588318200.0,29.6
1588320000.0,25.6
1588321800.0,27.6
1588323600.0,22.8
1588325400.0,20.4
1588327200.0,26.0
1588329000.0,23.6
1588330800.0,26.6
1588332600.0,21.4
1588334400.0,23.8
1588336200.0,15.4
1588338000.0,15.4
1588339800.0,13.0
1588341600.0,12.0
1588343400.0,15.6
1588345200.0,15.4
1588347000.0,14.6
1588348800.0,17.0
1588350600.0,14.0
1588352400.0,18.6
1588354200.0,15.4
1588356000.0,15.2
1588357800.0,16.0
1588359600.0,11.4
1588361400.0,12.2
1588363200.0,8.0
1588365000.0,10.8
1588366800.0,6.8
1588368600.0,8.0
1588370400.0,4.2
1588372200.0,7.2
1588374000.0,3.0
1588375800.0,5.6
1588377600.0,2.2
1588379400.0,5.4
1588381200.0,2.0
1588383000.0,1.8
1588384800.0,4.8
1588386600.0,6.0
1588388400.0,8.8
1588390200.0,7.0
1588392000.0,11.0
1588393800.0,11.0
1588395600.0,14.6
1588397400.0,20.0
1588399200.0,21.4
1588401000.0,25.0
1588402800.0,28.6
1588404600.0,26.8
1588406400.0,26.0
1588408200.0,30.0
1588410000.0,22.6
1588411800.0,24.4
1588413600.0,26.6
1588415400.0,24.0
1588417200.0,24.8
1588419000.0,24.4
1588420800.0,22.6
1588422600.0,16.2
1588424400.0,16.6
1588426200.0,13.0
1588428000.0,14.4
1588429800.0,16.2
1588431600.0,15.4
1588433400.0,19.2
1588435200.0,18.2
1588437000.0,15.8
1588438800.0,18.8
1588440600.0,15.0
1588442400.0,21.6
1588444200.0,16.0
1588446000.0,15.8
1588447800.0,10.8
1588449600.0,10.6
1588451400.0,14.4
1588453200.0,11.2
1588455000.0,7.4
1588456800.0,10.2
1588458600.0,6.2
1588460400.0,4.8
1588462200.0,6.0
1588464000.0,5.8
1588465800.0,2.8
1588467600.0,2.4
1588469400.0,5.4
1588471200.0,2.6
1588473000.0,7.0
1588474800.0,9.2
1588476600.0,8.0
1588478400.0,8.4
1588480200.0,12.4
1588482000.0,14.6
1588483800.0,17.2
1588485600.0,19.6
1588487400.0,27.0
1588489200.0,23.6
1588491000.0,26.4
1588492800.0,26.4
1588494600.0,24.2
1588496400.0,26.0
1588498200.0,28.8
1588500000.0,24.2
1588501800.0,24.8
1588503600.0,21.8
1588505400.0,21.0
1588507200.0,16.8
1588509000.0,16.8
1588510800.0,13.6
1588512600.0,11.4
1588514400.0,15.4
1588516200.0,14.2
1588518000.0,14.2
1588519800.0,18.0
1588521600.0,15.0
1588523400.0,18.8
1588525200.0,14.0
1588527000.0,19.0
1588528800.0,23.6
1588530600.0,17.6
1588532400.0,15.8
1588534200.0,11.8
1588536000.0,12.8
1588537800.0,11.0
1588539600.0,9.2
1588541400.0,10.6
1588543200.0,6.4
1588545000.0,6.0
1588546800.0,3.0
1588548600.0,5.6
1588550400.0,2.4
1588552200.0,5.6
1588554000.0,2.6
1588555800.0,5.8
1588557600.0,3.0
1588559400.0,13.2
1588561200.0,10.6
1588563000.0,9.0
1588564800.0,13.4
1588566600.0,17.4
1588568400.0,17.2
1588570200.0,19.8
1588572000.0,23.0
1588573800.0,26.0
1588575600.0,25.4
1588577400.0,21.4
1588579200.0,23.8
1588581000.0,25.6
1588582800.0,22.0
1588584600.0,23.2
1588586400.0,20.8
1588588200.0,23.6
1588590000.0,20.8
1588591800.0,23.0
1588593600.0,18.8
1588595400.0,18.8
1588597200.0,14.8
1588599000.0,16.0
1588600800.0,13.4
1588602600.0,17.4
1588604400.0,13.6
1588606200.0,15.4
1588608000.0,17.4
1588609800.0,16.0
1588611600.0,18.8
1588613400.0,22.4
1588615200.0,21.2
1588617000.0,20.6
1588618800.0,13.6
1588620600.0,15.2
1588622400.0,12.0
1588624200.0,13.4
1588626000.0,8.6
1588627800.0,8.6
1588629600.0,5.2
1588631400.0,6.0
1588633200.0,5.8
1588635000.0,2.0
1588636800.0,4.4
1588638600.0,5.0
1588640400.0,1.8
1588642200.0,4.6
1588644000.0,4.2
1588645800.0,8.2
1588647600.0,12.8
1588649400.0,12.2
1588651200.0,11.0
1588653000.0,17.2
1588654800.0,17.8
1588656600.0,19.0
1588658400.0,23.8
1588660200.0,22.8
1588662000.0,23.0
1588663800.0,26.6
1588665600.0,22.8
1588667400.0,20.4
1588669200.0,22.6
1588671000.0,19.6
1588672800.0,22.8
1588674600.0,23.0
1588676400.0,26.6
1588678200.0,22.4
1588680000.0,16.2
1588681800.0,16.2
1588683600.0,16.2
1588685400.0,13.8
1588687200.0,16.0
1588689000.0,16.0
1588690800.0,18.8
1588692600.0,15.0
1588694400.0,16.6
1588696200.0,21.6
1588698000.0,17.0
1588699800.0,21.0
1588701600.0,20.4
1588703400.0,18.2
1588705200.0,12.0
1588707000.0,14.6
1588708800.0,10.6
1588710600.0,12.6
1588712400.0,6.6
1588714200.0,11.0
1588716000.0,6.6
1588717800.0,8.4
1588719600.0,7.8
1588721400.0,2.4
1588723200.0,5.2
1588725000.0,2.6
1588726800.0,5.2
1588728600.0,2.2
1588730400.0,6.4
1588732200.0,9.2
1588734000.0,12.6
1588735800.0,8.6
1588737600.0,12.6
1588739400.0,20.6
1588741200.0,19.4
1588743000.0,20.2
1588744800.0,23.6
1588746600.0,22.8
1588748400.0,25.2
1588750200.0,24.0
1588752000.0,21.0
1588753800.0,25.8
1588755600.0,21.2
1588757400.0,23.2
1588759200.0,20.2
1588761000.0,22.2
1588762800.0,23.6
1588764600.0,19.0
1588766400.0,21.0
1588768200.0,15.4
1588770000.0,18.0
1588771800.0,13.2
1588773600.0,18.8
1588775400.0,13.4
1588777200.0,17.0
1588779000.0,18.0
1588780800.0,16.2
1588782600.0,16.6
1588784400.0,20.0
1588786200.0,20.2
1588788000.0,21.2
1588789800.0,16.8
1588791600.0,14.6
1588793400.0,13.4
1588795200.0,12.2
1588797000.0,7.2
1588798800.0,10.8
1588800600.0,6.8
1588802400.0,9.4
1588804200.0,8.6
1588806000.0,4.2
1588807800.0,6.8
1588809600.0,2.6
1588811400.0,5.4
1588813200.0,2.0
1588815000.0,5.2
1588816800.0,2.6
1588818600.0,12.8
1588820400.0,10.0
1588822200.0,13.4
1588824000.0,12.2
1588825800.0,18.2
1588827600.0,15.8
1588829400.0,19.0
1588831200.0,25.0
1588833000.0,22.8
1588834800.0,23.4
1588836600.0,22.2
1588838400.0,21.6
1588840200.0,24.0
1588842000.0,20.2
1588843800.0,24.4
1588845600.0,19.0
1588847400.0,22.8
1588849200.0,18.8
1588851000.0,23.8
1588852800.0,18.6
1588854600.0,19.6
1588856400.0,14.8
1588858200.0,15.2
1588860000.0,18.6
1588861800.0,13.8
1588863600.0,18.0
1588865400.0,15.2
1588867200.0,15.4
1588869000.0,18.8
1588870800.0,15.6
1588872600.0,22.2
1588874400.0,23.4
1588876200.0,14.0
1588878000.0,10.8
1588879800.0,12.0
1588888800.0,7.8
1588890600.0,3.4
1588892400.0,7.0
1588894200.0,3.2
1588896000.0,4.2
1588897800.0,2.6
1588899600.0,4.2
1588901400.0,5.4
1588903200.0,3.0
1588905000.0,8.8
1588906800.0,13.4
1588908600.0,8.4
1588910400.0,11.6
1588912200.0,20.6
1588914000.0,18.8
1588915800.0,19.0
1588917600.0,24.2
1588919400.0,24.6
1588921200.0,27.6
1588923000.0,21.0
1588924800.0,22.6
1588926600.0,24.0
1588928400.0,20.4
1588930200.0,25.8
1588932000.0,22.4
1588933800.0,21.6
1588935600.0,22.4
1588937400.0,22.2
1588939200.0,17.6
1588941000.0,15.2
1588942800.0,19.2
1588944600.0,15.4
1588946400.0,15.2
1588948200.0,18.0
1588950000.0,15.4
1588951800.0,20.2
1588953600.0,15.6
1588955400.0,15.6
1588957200.0,19.0
1588959000.0,15.2
1588960800.0,18.6
1588962600.0,14.4
1588964400.0,14.6
1588966200.0,10.0
1588968000.0,12.4
1588969800.0,9.2
1588971600.0,11.2
1588973400.0,7.2
1588975200.0,7.8
1588977000.0,3.6
1588978800.0,6.4
1588980600.0,6.4
1588982400.0,2.8
1588984200.0,3.0
1588986000.0,4.2
1588987800.0,3.8
1588989600.0,2.8
1588991400.0,10.0
1588993200.0,6.4
1588995000.0,8.0
1588996800.0,11.0
1588998600.0,11.6
1589000400.0,13.6
1589002200.0,21.4
1589004000.0,20.0
1589005800.0,22.6
1589007600.0,26.2
1589009400.0,24.0
1589011200.0,24.2
1589013000.0,27.0
1589014800.0,22.2
1589016600.0,23.6
1589018400.0,24.6
1589020200.0,22.8
1589022000.0,26.8
1589023800.0,24.0
1589025600.0,17.6
1589027400.0,20.2
1589029200.0,13.6
1589031000.0,15.8
1589032800.0,12.2
1589034600.0,16.4
1589036400.0,15.0
1589038200.0,18.6
1589040000.0,15.6
1589041800.0,15.8
1589043600.0,18.2
1589045400.0,20.6
1589047200.0,17.4
1589049000.0,16.4
1589050800.0,14.8
1589052600.0,10.0
1589054400.0,14.8
1589056200.0,12.0
1589058000.0,10.2
1589059800.0,12.4
1589061600.0,7.6
1589063400.0,7.2
1589065200.0,4.0
1589067000.0,6.2
1589068800.0,3.2
1589070600.0,6.6
1589072400.0,3.0
1589074200.0,2.8
1589076000.0,5.8
1589077800.0,7.0
1589079600.0,11.8
1589081400.0,5.8
1589083200.0,8.2
1589085000.0,7.4
1589086800.0,10.4
1589088600.0,16.8
1589090400.0,15.2
1589092200.0,17.4
1589094000.0,23.0
1589095800.0,24.0
1589097600.0,24.8
1589099400.0,25.0
1589101200.0,22.6
1589103000.0,22.0
1589104800.0,26.8
1589106600.0,23.6
1589108400.0,23.6
1589110200.0,23.6
1589112000.0,16.2
1589113800.0,15.8
1589115600.0,11.8
1589117400.0,11.2
1589119200.0,15.2
1589121000.0,13.4
1589122800.0,16.4
1589124600.0,13.4
1589126400.0,17.6
1589128200.0,15.6
1589130000.0,17.8
1589131800.0,16.8
1589133600.0,22.4
1589135400.0,15.2
1589137200.0,16.6
1589139000.0,10.0
1589140800.0,12.6
1589142600.0,8.6
1589144400.0,7.2
1589146200.0,14.8
1589148000.0,12.4
1589149800.0,8.2
1589151600.0,3.0
1589153400.0,5.8
1589155200.0,2.6
1589157000.0,5.4
1589158800.0,2.4
1589160600.0,5.4
1589162400.0,2.8
1589164200.0,13.2
1589166000.0,11.2
1589167800.0,13.2
1589169600.0,14.8
1589171400.0,19.2
1589173200.0,18.4
1589175000.0,25.2
1589176800.0,21.8
1589178600.0,29.2
1589180400.0,24.2
1589182200.0,30.4
1589184000.0,26.0
1589185800.0,26.0
1589187600.0,20.8
1589189400.0,25.2
1589191200.0,32.0
1589193000.0,22.6
1589194800.0,20.8
1589196600.0,22.4
1589198400.0,18.6
1589200200.0,21.6
1589202000.0,14.2
1589203800.0,17.0
1589205600.0,12.6
1589207400.0,15.8
1589209200.0,16.6
1589211000.0,17.6
1589212800.0,14.8
1589214600.0,15.0
1589216400.0,19.4
1589218200.0,22.4
1589220000.0,27.2
1589221800.0,15.2
1589223600.0,16.8
1589225400.0,11.0
1589227200.0,13.0
1589229000.0,9.0
1589230800.0,9.8
1589232600.0,8.8
1589234400.0,4.0
1589236200.0,5.8
1589238000.0,3.0
1589239800.0,5.0
1589241600.0,5.0
1589243400.0,2.0
1589245200.0,5.4
1589247000.0,1.8
1589248800.0,5.6
1589250600.0,7.0
1589252400.0,10.0
1589254200.0,9.4
1589256000.0,12.2
1589257800.0,16.8
1589259600.0,17.6
1589261400.0,19.6
1589263200.0,24.6
